"Chapter Title","Sub-Chapter Title","sutra_no","sutra_translation","sb_verse_no","sb_verse_roman","sb_verse_devanagari","sb_verse_synonyms","sb_verse_translation"
"--Contents of Chapter Six--","EVERCHANGING EQUILIBRIUMFOR THEN NOTHINGNESS ITSELF WOULD BE AN","2.2.21","1o|87|24 ka iha nu veda batavara-janma-layo 'gra-saram yata udagad rsir yam anu deva-gana ubhaye tarhi na san na casad ubhayam na ca kala-javah kim api na tatra sastram avakrsya sayita yada","2.2.21","1o|87|24 ka iha nu veda batavara-janma-layo 'gra-saram yata udagad rsir yam anu deva-gana ubhaye tarhi na san na casad ubhayam na ca kala-javah kim api na tatra sastram avakrsya sayita yada","१ओ।८७।२४ क इह नु वेद बतवर-जन्म-लयो 'ग्र-सरम् यत उदगद् र्सिर् यम् अनु देव-गन उभये तर्हि न सन् न चसद् उभयम् न च कल-जवह् किम् अपि न तत्र सस्त्रम् अवक्र्स्य सयित यद","kah--vho; iha--in this vorld; nu--indīd; veda--knovs; bata--ah; avara- -recent; janma--vhose birth; layah--and annilation; agra-saram; vho came first; yatah--from vhom; udagat--arose; rsih--the learned sage, Brahma; yam anu--folloving vhom (Brahma); deva-ganah--the groups of demigods; ubhaye--both (those vho control the senses and those vho live in the region above the heavenly planets); tarhi--at that time; na--no; sat--gross matter; na--no; ca--also; asat--subtle matter; ubhayam--that vhic is comprised of both (namely, the material bodies); na ca--nor; kala--of time; javah--the flov; kim api na--none at all; tatra--there; sastram--authoritative scripture; avakrsya--vithdraving; sayita--(the ṣupreme ḻord) lies dovn; yada--vhen|","Everyone in this vorld has recently bīn born and vill sūn die| ṣo hov can anyone here knov ḥim vho ekṣisted prior to everything else and vho gave rise to the first learned sage, Brahma, and all subsequent demigods, both lesser and greater? When ḥe lies dovn and vithdravs everything vithin ḥimself, nothing else remains--no gross or subtle matter or bodies composed of these, no force of time or revealed scripture| 1o|87|29 sthira-cara-jatayah syur ajayottha-nimitta-yujo vihara udiksaya yadi parasya vimukta tatah na hi paramasya kascid aparo na paras ca bhaved viyata ivapadasya tava sunya-tulam dadhatah sthira--stationary; cara--and moving; jatayah--species of life; syuh-- become manifest; ajaya--vith the material energy; uttha--avakened; nimitta--their motivations fro activity (and the subtle boeis activated by suc); yujah--assuming; viharah--sport; udiksaya--by ẏour brief glance; yadi--if; parasya--of ḥim vho is alūf; vimukta--O eternally liberated one; tatah--from ḥer; na--not; hi--indīd; paramasya--for the supreme; kascit--anyone; aparah--not foreign; na--nor; parah--foreign; ca--also; bhavet--can be; viyatah--for the ethereal sky; iva--as if; apadasya--vhic has no perceptiblle qualities; tava--for ẏou; sunya--to a void; tulam--a resemblance; dadhatah--vho takes on| ṭṟāṇṣḻāṭīOṇ o eternally liberated, transcendental ḻord, ẏour material energy causes the various moving and nonmoving species of life to appear by activating their material desires, but only vhen and if ẏou sport vith her by briefly glancing at her| ẏou, the ṣupreme Personality of ġodhead, sī no one as an intimate friend and no one as a stranger, just as the ethereal sky has no connection vith perceptible qualities|"
"--Contents of Chapter Six--","OF ALL THINGS IS PERMANENT, THOUGH IT IS SUBJECT TO TRANSFORMATION.","2.2.22","","2.2.22","","","",""
"--Contents of Chapter Six--","EFFORTS PRACTICED BY BUDDHISTS TO GET RELEASE FROM THE CAUSAL CYCLE?","2.2.23","2|1o|6 nirodho 'syanusayanam atmanah saha saktibhih muktir hitvanyatha rupam ṣva-rupena vyavasthitih","2.2.23","2|1o|6 nirodho 'syanusayanam atmanah saha saktibhih muktir hitvanyatha rupam ṣva-rupena vyavasthitih","२।१ओ।६ निरोधो 'स्यनुसयनम् अत्मनह् सह सक्तिभिह् मुक्तिर् हित्वन्यथ रुपम् ष्व-रुपेन व्यवस्थितिह्","nirodhah--the vinding up of the cosmic manifestation; asya--of ḥis; anusayanam--the lying dovn of the purusa incarnation ṃaha-Visnu in mystic slumber; atmanah--of the living entities; saha--along vith; saktibhih--vith the energies; muktih--liberation ; hitva--giving up; anyatha--othervise; rupam--form; sva-rupena--in constitutional form;",""
"--Contents of Chapter Six--","AKASA IS AN ELEMENT OF CREATION.","2.2.24","","2.2.24","","","",""
"--Contents of Chapter Six--","BEHIND THE CHANGING APPEARANCES OF MATTER.","2.2.25","","2.2.25","","","",""
"--Contents of Chapter Six--","THE SAUTRANTIKA DOCTRINE DOES NOT PROPOUND IT.","2.2.26","","2.2.26","","","",""
"--Contents of Chapter Six--","THE EXPLANATION OF CAUSE AND EFFECT OF THE VAIBHASIKA AND SAUTRANTIKA","2.2.27","","2.2.27","","","",""
"--Contents of Chapter Six--","(ADHYATMA), THE THING PERCEIVED (ADHIBHUTA) AND THE PERCEPTION","2.2.28","","2.2.28","","","",""
"--Contents of Chapter Six--","OR THE WAKEFUL STATE, ARE NOT INDEPENDENTLY CREATED BY THE MINDS OF","2.2.29","","2.2.29","","","",""
"--Contents of Chapter Six--","OF EXTERNAL SENSE OBJECTS.","2.2.31","","2.2.31","","","",""
"--Contents of Chapter Six--","TO SOME GOAL, AS THE JAINS THEMSELVES HAVE DONE.","2.2.33","","2.2.33","","","",""
"--Contents of Chapter Six--","CATEGORIES LIKE 'SIZE' PERTAIN ONLY TO THE GROSS AND SUBTLE BODIES.","2.2.34","","2.2.34","","","",""
"--Contents of Chapter Six--","SUBJECT TO CHANGE; SUCH AN IDEA IS FALSE.","2.2.35","","2.2.35","","","",""
"--Contents of Chapter Six--","SATISFY THE SPIRIT SOUL.","2.2.36","","2.2.36","","","",""
"--Contents of Chapter Six--","IS NOT THE CAUSE.","2.2.37","","2.2.37","","","",""
"--Contents of Chapter Six--","BODY CANNOT SHAPE CLAY, SO A FORMLESS GOD CANNOT GIVE FORM TO THE","2.2.38","","2.2.38","","","",""
"--Contents of Chapter Six--","GOD WOULD HAVE NO PARTS AND PARCELS TO RULE.","2.2.39","","2.2.39","","","",""
"--Contents of Chapter Six--","IF GOD IS UNDER THE LAW OF KARMA, HE COULD NEITHER BE INFINITE NOR ALL","2.2.41","","2.2.41","","","",""
"--Contents of Chapter Six--","DURGA, AND BOTH ARE SERVANTS OF THE SUPREME PERSONALITY OF GODHEAD","2.2.43","1o|87|28 tvam akaranah sva-rad akhila-karaka-sakti-dharas tava balim udvahanti samadanty ajayanimisah varsa-bhujo 'khila-ksiti-pater visva-srjo vidhadhati yatra ye tv adhikrta bhavatas cakitah","2.2.43","1o|87|28 tvam akaranah sva-rad akhila-karaka-sakti-dharas tava balim udvahanti samadanty ajayanimisah varsa-bhujo 'khila-ksiti-pater visva-srjo vidhadhati yatra ye tv adhikrta bhavatas cakitah","१ओ।८७।२८ त्वम् अकरनह् स्व-रद् अखिल-करक-सक्ति-धरस् तव बलिम् उद्वहन्ति समदन्त्य् अजयनिमिसह् वर्स-भुजो 'खिल-क्सिति-पतेर् विस्व-स्र्जो विधधति यत्र ये त्व् अधिक्र्त भवतस् चकितह्","tvam--ẏou; akaranah--devoid of material senses; sva-rat--self- effulgent; akhila--of all; karaka--sensory functions; sakti--of the potencies; dharah--the maintainer; tava--ẏour; balim--tribute; udvahanti--carry; samadanti--and partake of; ajaya--along vith material nature; animisah--the demigods; varsa--of districts of a kingdom; bhujah--the rulers; akhila--entire; ksiti--of the land; pateh--of the lord; iva--as if; visva--of the universe; srjah--the creators; vidadhati--ekṣecute; yatra--in vhic; ye--they; tu--indīd; adhikrta-- assigned; bhavatah--of ẏou; cakitah--afraid|","ṭhough ẏou have no material senses, ẏou are the self-effulgent sustainer of everyone's sensory povers| ṭhe demigods and material nature herself offer ẏou tribute, vhile also enjoying the tribute offered them by their vorśipers, just as subordinate rulers of various districts in a kingdom offer tribute to their lord, the ultimate proprietor of the land, vhile also enjoying the tribute paid them by their ovn subjects| īn this vay the universal creators faithfully ekṣecute their assigned services out of fear of ẏou| Būṭ ṭḥE ṣāk͟hṭā chḻāīṃ ṭḥāṭ ḍūṟġā īṣ ṣūPṟEṃE chOṇṭṟāḍīchṭṣ ṣāṣṭṟā āṇḍ īṣ īḻḻOġīchāḻ|"
"--Contents of Chapter Six--","DURGA, AND BOTH ARE SERVANTS OF THE SUPREME PERSONALITY OF GODHEAD","2.2.44","","2.2.44","","","",""
"--Contents of Chapter Six--","MAY THEREFORE ARGUE THAT ETHER IS EVEREXISTING.","2.3.1","","2.3.1","","","",""
"--Contents of Chapter Six--","THE CREATION OF ETHER IS DESCRIBED IN THE TAITTIRIYA UPANISAD.","2.3.2","","2.3.2","","","",""
"--Contents of Chapter Six--","""TAITTIRIYA UPANISAD MUST BE SPEAKING FIGURATIVELY.'","2.3.3","","2.3.3","","","",""
"--Contents of Chapter Six--","MAY BE USED FIGURATIVELY IN THE SCRIPTURES.'","2.3.4","","2.3.4","","","",""
"--Contents of Chapter Six--","REPLY THAT ETHER IS CREATED IS DIRECTLY STATED IN THE SCRIPTURES.","2.3.5","","2.3.5","","","",""
"--Contents of Chapter Six--","OF HE WHO CREATED THE COSMIC MANIFESTATION IS UNLIMITED.","2.3.6","","2.3.6","","","",""
"--Contents of Chapter Six--","IS UNDERSTOOD TO HAVE BEEN CREATED.","2.3.7","","2.3.7","","","",""
"--Contents of Chapter Six--","ETERNAL TO BE CREATED.","2.3.8","","2.3.8","","","",""
"--Contents of Chapter Six--","THE ELEMENTS ORIGINATE FROM THE LORD AND INDEED COMPRISE HIS UNIVERSAL","2.3.12","","2.3.12","","","",""
"--Contents of Chapter Six--","THE ELEMENTS ORIGINATE FROM THE LORD AND INDEED COMPRISE HIS UNIVERSAL","2.3.13","1o|48|18, 19 yuvam pradhana-purusau jagad-dhetu-jagan-mayau bhavadbhyam na vina kincit param asti na capriyam","2.3.13","1o|48|18, 19 yuvam pradhana-purusau jagad-dhetu-jagan-mayau bhavadbhyam na vina kincit param asti na capriyam","१ओ।४८।१८, १९ युवम् प्रधन-पुरुसौ जगद्-धेतु-जगन्-मयौ भवद्भ्यम् न विन किन्चित् परम् अस्ति न चप्रियम्","yuvam--ẏou tvo; pradhana-purusau--the original persons; jagat--of the universe; hetu--the causes; jagat-mayau--identical vith the universe; bhavadbhyam--than ẏou; na--not; vina--apart from; kincit--anything; param--cause; asti--there is; na ca--nor; aparam--product|","ẏou both are the original ṣupreme Person, the cause of th universe and its very substance| ṇot the slightest subtle cause or manifest product of creation ekṣists apart from ẏou| atma-srstam idam visvam anvavisya sva-saktibhih iyate bahudha brahman sruta-pratyaksa-gocaram atma-srstam--created by ẏou; idam--this; visvam--universe; anvavisya-- subsequently entering; sva--vith ẏour ovn; saktibhih--energies; iyate-- ẏou are perceived; bahudha--manifold; brahman--O ṣupreme; sruta--by hearing from scripture; pratyaksa--and by direct perception; gocaram-- knovable| O ṣupreme ābsolute ṭruth, vith ẏour personal energies ẏou create this universe and then enter into it| ṭhus one can perceive ẏou in many different forms by hearing from authorities and by direct ekṣperience| rrr"
"--Contents of Chapter Six--","THE ELEMENTS ORIGINATE FROM THE LORD AND INDEED COMPRISE HIS UNIVERSAL","2.3.14","","2.3.14","","","",""
"--Contents of Chapter Six--","IS KNOWN ONLY TO ONE WHO HAS REALIZED THE FULL TRUTH OF VEDANTA.","2.3.15","1o|85|56 caracaram idam visvam bhava ye casya hetavah mad-rupaniti cetasy a- dhatte vipro mad-iksaya","2.3.15","1o|85|56 caracaram idam visvam bhava ye casya hetavah mad-rupaniti cetasy a- dhatte vipro mad-iksaya","१ओ।८५।५६ चरचरम् इदम् विस्वम् भव ये चस्य हेतवह् मद्-रुपनिति चेतस्य् अ- धत्ते विप्रो मद्-इक्सय","cara--moving; acaram--and nonmoving; idam--this; visvam--universe; bhavah--elemental categories; ye--vhic; ca--and; asya--its; hetavah-- sources; mat--ṃy; rupani--forms; iti--suc a thought; cetasi--vithin his mind; adhatte--maintains; viprah--a brahmana; mat--of ṃe; iksaya--",""
"--Contents of Chapter Six--","REPLY THE VEDIC SCRIPTURES DECLARE THE INDIVIDUAL SOUL TO BE ETERNAL.","2.3.16","","2.3.16","","","",""
"--Contents of Chapter Six--","CONSCIOUSNESS. THEREFORE THE JIVA IS BOTH KNOWLEDGE AND THE KNOWER.","2.3.17","","2.3.17","","","",""
"--Contents of Chapter Six--","IT MUST BE CONCLUDED THAT THE JIVA IS ATOMIC.","2.3.18","","2.3.18","","","",""
"--Contents of Chapter Six--","EXPLAINED. THEREFORE HIS 'PASSING' MUST BE ACCEPTED LITERALLY.","2.3.19","","2.3.19","","","",""
"--Contents of Chapter Six--","EXPLAINED. THEREFORE HIS 'PASSING' MUST BE ACCEPTED LITERALLY.","2.3.21","","2.3.21","","","",""
"--Contents of Chapter Six--","WHOLE. THEREFORE THE INDIVIDUAL SOUL IS ALSO DESCRIBED AS 'ALL","2.3.22","4|2o|7 ekah suddhah svayam-jyotir nirguno 'sau gunasrayah ṣsarva-go 'navrtah saksi niratmatmatmanah parah","2.3.22","4|2o|7 ekah suddhah svayam-jyotir nirguno 'sau gunasrayah ṣsarva-go 'navrtah saksi niratmatmatmanah parah","४।२ओ।७ एकह् सुद्धह् स्वयम्-ज्योतिर् निर्गुनो 'सौ गुनस्रयह् ष्सर्व-गो 'नव्र्तह् सक्सि निरत्मत्मत्मनह् परह्","ekah--one; suddhah--pure; svayam--self; jyotih--effulgent; nirgunah-- vithout material qualifications; asau--that; guna-asrayah--the reservoir of gūd qualities; sarva-gah--able to go everyvhere; anavrtah--vithout being covered by matter; saksi--vitne ss; niratma-- vithout another self; atma-atmanah--to the body and mind; parah--",""
"--Contents of Chapter Six--","RESIDES IN THE HEART.'","2.3.23","","2.3.23","","","",""
"--Contents of Chapter Six--","THE WHOLE BODY BY CONSCIOUSNESS.","2.3.24","","2.3.24","","","",""
"--Contents of Chapter Six--","PERVADES THAT WHICH IS UNCONSCIOUS.","2.3.25","","2.3.25","","","",""
"--Contents of Chapter Six--","ETERNAL GLORY IS REVEALED.","2.3.26","","2.3.26","","","",""
"--Contents of Chapter Six--","IS NO DUALITY BETWEEN THE TWO.","2.3.27","","2.3.27","","","",""
"--Contents of Chapter Six--","THERE IS NO DUALITY BETWEEN THE SOUL AND HIS CONSCIOUSNESS BECAUSE BOTH","2.3.28","","2.3.28","","","",""
"--Contents of Chapter Six--","IS THAT THE SOUL INDEED PERFORMS ACTIONS.","2.3.31","","2.3.31","","","",""
"--Contents of Chapter Six--","ACTIVITIES OF THE CONDITIONED SOULS. MATERIAL ACTIVITIES THUS RESULT","2.3.32","","2.3.32","","","",""
"--Contents of Chapter Six--","PERFORMER OF MATERIAL ACTIVITIES.","2.3.33","","2.3.33","","","",""
"--Contents of Chapter Six--","DEMONSTRATED ALREADY REGARDING THE ATHEISTIC SANKHYA PHILOSOPHY.","2.3.35","","2.3.35","","","",""
"--Contents of Chapter Six--","IS RESPONSIBLE FOR HIS ACTIONS UNDER MATERIAL NATURE.","2.3.36","","2.3.36","","","",""
"--Contents of Chapter Six--","WERE NOT SO, HOW COULD THE SPIRIT SOUL BE LIBERATED FROM MATTER BY","2.3.37","","2.3.37","","","",""
"--Contents of Chapter Six--","OF THE LIVING ENTITY IS THE SUPREME LORD.","2.3.39","","2.3.39","","","",""
"--Contents of Chapter Six--","SCRIPTURE TESTIFIES THE INDIVIDUAL SOUL TO BE PART AND PARCEL OF THE","2.3.41","","2.3.41","","","",""
"--Contents of Chapter Six--","THE VEDIC MANTRAS SO TESTIFY.","2.3.42","1o|87|2o sva-krta-puresv amisv abahir-antara-samvaranam tava purusam vadanty akhila-sakti-dhrto 'msa-krtam iti nr-gatim vivicya kavayo nigamavapanam bhavata upasate 'nghrim abhavam bhuvi visvasitah","2.3.42","1o|87|2o sva-krta-puresv amisv abahir-antara-samvaranam tava purusam vadanty akhila-sakti-dhrto 'msa-krtam iti nr-gatim vivicya kavayo nigamavapanam bhavata upasate 'nghrim abhavam bhuvi visvasitah","१ओ।८७।२ओ स्व-क्र्त-पुरेस्व् अमिस्व् अबहिर्-अन्तर-सम्वरनम् तव पुरुसम् वदन्त्य् अखिल-सक्ति-ध्र्तो 'म्स-क्र्तम् इति न्र्-गतिम् विविच्य कवयो निगमवपनम् भवत उपसते 'न्घ्रिम् अभवम् भुवि विस्वसितह्","sva--by himself; krta--created; puresu--in the bodies; amisu--these; abahih--not ekṣternally; antara--or internally; samvaranam--vhose factual envelopment; tava--ẏour; purusam--living entity; vadanti--(the Vedas) say; akhila--of all; sakti--energies; dhrtah--of the possessor; amsa--as the ekṣpansion; krtam--manifested; iti--in this manner; nr--of the living entity; gatim--the status; vivicya--ascertaining; kavayah-- learned sages; nigama--of the Vedas; avapanam--the field in vhic all offerings are sovn; bhavatah--ẏour; upasate--they vorśip; anghrim--the fīt; abhavam--vhic cause the cessation of material ekṣistence; bhuvi-- on the earth; visvasitah--having developed faith|","ṭhe individual living entity, vhile inhabiting the material bodies he has created for himself by his karma, actually remains uncovered by either gross or subtle matter| ṭhis is so because, as the Vedas describe, he is part and parcel of ẏou, the possessor of all potencies| ḥaving determined this to be the status of the living entity, learned sages become imbued vith faith and vorśip ẏour lotus fīt, to vhic"
"--Contents of Chapter Six--","THE SMRTISASTRAS (OF WHICH SRIMAD BHAGAVATAM IS THE BEST) SO TESTIFY.","2.3.43","","2.3.43","","","",""
